kod;warp;tip;deger;tarih;cip;cm;en;gr;Comp;A1;A11;A111;A1111;A2;A22;A222;A2222;A3;A33;A333;A3333;A4;A44;A444;A4444;A5;A55;A555;A5555;A6;A66;A666;A6666;A7;A77;A777;A7777;A8;A88;A888;A8888;PÇ;P2;P2B;P2F;P3;P3B;P3F;P4;P4B;P4F;P5;P5B;P5F;P6;P6B;P6F;P7;P7B;P7F;P8;P8B;P8F;P9;P9B;P9F;P10;P10B;P10F;SAT_A;SAT_B;SAT_C;SAT_D;SAT_E;SAT_F;SAT_G;SAT_H;SAT_I;SAT_J;SAT_K
YLZ-25556;CZ00034d;TFT60;5,00$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;26,6/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;988;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1200;24;;300 DEN FDY RENKLÝ;1532;28;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,46 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;294 gr;1,09 $;APRE;0,80  $;0,51 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25557;CZ00034d;TFT60;5,17$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;26,3/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;910;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1320;24;;300 DEN FDY RENKLÝ;1190;28;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,45 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;291 gr;1,08 $;APRE;0,80  $;0,51 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25558;CZ00034d;TFT60;1,75$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;23,5/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1344;24;;300 DEN FDY RENKLÝ;980;28;;5 NM MÝCRO ÞÖNÝL;70;10;;5 NM MÝCRO ÞÖNÝL;70;10;;;;;;;;;;;;;;;;;;% 10;JAKAR;0,055 $;1,29 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;333 gr;1,65 $;APRE;0,80  $;0,54 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25564;CZ00034d;TFT60;4,67$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;26,3/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;872;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1440;24;;300 DEN FDY RENKLÝ;1336;28;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,44 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;291 gr;1,08 $;APRE;0,80  $;0,51 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25571;CZ00034d;TFT60;4,99$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;25,8/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1440;24;;300 DEN FDY RENKLÝ;1367;28;;;;;;;;;;;;;;;;;;;;;;;;;;% 7;JAKAR;0,055 $;1,42 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;285 gr;1,06 $;APRE;0,80  $;0,50 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25576;CZ00034d;TFT60;7,76$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;27,4/cm;;;;300 DEN FDY RENKLÝ;1890;28;;300 DEN FDY RENKLÝ;1890;28;;5 NM MÝCRO ÞÖNÝL;25;10;;5 NM MÝCRO ÞÖNÝL;25;10;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,50 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;322 gr;1,31 $;APRE;0,80  $;0,53 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25577;CZ00034d;TFT60;5,91$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;24,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;720;24;;300 DEN FDY RENKLÝ;720;24;;;;;;;;;;;;;;;;;;;;;;;;;;% 15;JAKAR;0,055 $;1,32 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;265 gr;0,98 $;APRE;0,80  $;0,49 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25580;CZ00034d;TFT60;5,37$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;24,6/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;980;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1344;24;;300 DEN FDY RENKLÝ;980;28;;5 NM MÝCRO ÞÖNÝL;70;10;;5 NM MÝCRO ÞÖNÝL;70;10;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,35 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;327 gr;1,53 $;APRE;0,80  $;0,54 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25589;CZ00034d;TFT60;6,00$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;24,6/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;980;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1344;24;;300 DEN FDY RENKLÝ;980;28;;5 NM MÝCRO ÞÖNÝL;70;10;;5 NM MÝCRO ÞÖNÝL;70;10;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,35 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;327 gr;1,53 $;APRE;0,80  $;0,54 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25590;CZ00034d;TFT60;5,42$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;24,6/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;980;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1344;24;;300 DEN FDY RENKLÝ;980;28;;5 NM MÝCRO ÞÖNÝL;70;10;;5 NM MÝCRO ÞÖNÝL;70;10;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,35 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;327 gr;1,53 $;APRE;0,80  $;0,54 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25601;CZ00034d;TFT60;6,00$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;24,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;720;24;;300 DEN FDY RENKLÝ;720;24;;;;;;;;;;;;;;;;;;;;;;;;;;% 15;JAKAR;0,055 $;1,32 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;265 gr;0,98 $;APRE;0,80  $;0,49 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25672;CZ00034d;TFT60;2,18$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;27,4/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1560;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;480;24;;300 DEN FDY RENKLÝ;1800;28;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,51 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;303 gr;1,12 $;APRE;0,80  $;0,52 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25673;CZ00034d;TFT60;1,84$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;700;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1960;28;;300 DEN FDY RENKLÝ;980;28;;300 DEN FDY RENKLÝ;280;28;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;APRE;0,80  $;0,52 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25683;CZ00034d;TFT60;1,33$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;3216;28;;300 DEN FDY RENKLÝ;704;28;;;;;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;APRE;0,80  $;0,52 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25684;CZ00034d;TFT60;1,53$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;25,8/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1680;24;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;700;28;;300 DEN FDY RENKLÝ;964;28;;;;;;;;;;;;;;;;;;;;;;% 6;JAKAR;0,055 $;1,42 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;286 gr;1,06 $;APRE;0,80  $;0,50 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25687;CZ00034d;TFT60;1,80$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;24,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;720;24;;300 DEN FDY RENKLÝ;720;24;;;;;;;;;;;;;;;;;;;;;;;;;;% 15;JAKAR;0,055 $;1,32 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;265 gr;0,98 $;APRE;0,80  $;0,49 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25693;CZ00034d;TFT60;1,93$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;26,2/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1008;24;;300 DEN FDY RENKLÝ;1500;28;;;;;;;;;;;;;;;;;;;;;;;;;;% 7;JAKAR;0,055 $;1,44 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;290 gr;1,08 $;APRE;0,80  $;0,51 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25694;CZ00034d;TFT60;1,01$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;26,6/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;744;24;;300 DEN FDY RENKLÝ;1677;28;;;;;;;;;;;;;;;;;;;;;;;;;;% 7;JAKAR;0,055 $;1,46 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;295 gr;1,09 $;APRE;0,80  $;0,51 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25715;CZ00034d;TFT60;1,67$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;22,5/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1260;21;;300 DEN FDY RENKLÝ;280;28;;5 NM MÝCRO ÞÖNÝL;280;24;;5 NM MÝCRO ÞÖNÝL;280;24;;;;;;;;;;;;;;;;;;% 7;JAKAR;0,055 $;1,24 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;580 gr;4,04 $;APRE;0,80  $;0,74 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25716;CZ00034d;TFT60;1,56$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;26,3/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;;17,6238587;;300 DEN FDY RENKLÝ;;8,676141304;;;;;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,45 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;291 gr;1,08 $;APRE;0,80  $;0,51 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25720;CZ00034d;TFT60;3,64$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;27,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;2422;27;;300 DEN FDY RENKLÝ;1358;27;;;;;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,49 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;299 gr;1,11 $;APRE;0,80  $;0,51 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25731;CZ00034d;TFT60;4,61$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;24,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1680;24;;300 DEN FDY RENKLÝ;1680;24;;;;;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,32 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;265 gr;0,98 $;APRE;0,80  $;0,49 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25743;CZ00034d;TFT60;4,58$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1960;28;;300 DEN FDY RENKLÝ;1960;28;;;;;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;APRE;0,80  $;0,52 $;;;;;;;;;;;;;;;;;;;;;;;;;;
YLZ-25771;CZ00034d;TFT60;3,96$;13.01.25;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN ÇEKEN ;1960;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1960;28;;;;;;;;;;;;;;;;;;;;;;;;;;% 5;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;155 gr;0,57 $;AKORDÝYON ÇEKEN ;  $;; TUÞE;  $;;;;;;;;;;;;;;;;;;;;;;;;
